publicationId,publicationSeqNo,issn,eissn,publicationTitle,publicationTitle20,publicationTitleISO,publicationFrequency,issuesPerYear,submissionURL,openAccess,country,publicationStartYear,publisherName,publisherAddress,publisherCode,publisherURL
93692,41585J,0018-5345,2327-9834,HORTSCIENCE,HORTSCIENCE,Hortscience,M,12,http://hortsci.msubmit.net/cgi-bin/main.plex,FALSE,UNITED STATES OF AMERICA,1966,AMER SOC HORTICULTURAL SCIENCE,"113 S WEST ST, STE 200, ALEXANDRIA, USA, VA, 22314-2851",DC501,http://www.ashs.org
93693,13720J,1063-0198,1943-7714,HORTTECHNOLOGY,HORTTECHNOLOGY,HortTechnology,B,6,http://horttech.msubmit.net/cgi-bin/main.plex,FALSE,UNITED STATES OF AMERICA,1992,AMER SOC HORTICULTURAL SCIENCE,"113 S WEST ST, STE 200, ALEXANDRIA, USA, VA, 22314-2851",DC501,http://www.ashs.org
93699,11040J,0018-6368,1958-5551,HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU,HOUILLE BLANCHE,Houille Blanche-Rev. Int.,B,6,https://articlestatus.edpsciences.org/is/lhb/identification.php,FALSE,FRANCE,1946,EDP SCIENCES S A,"17, AVE DU HOGGAR, PA COURTABOEUF, BP 112, LES ULIS CEDEX A, FRANCE, F-91944",IZ925,http://www.edpsciences.org
93704,04839J,0362-1588,,HOUSTON JOURNAL OF MATHEMATICS,HOUSTON J MATH,Houst. J. Math.,Q,4,http://math.uh.edu/~hjm/Editors%20and%20their%20Fields.htm,FALSE,UNITED STATES OF AMERICA,1975,UNIV HOUSTON,"DEPT MATH, HOUSTON, USA, TX, 77204",ZU668,
93708,D0435J,1365-182X,1477-2574,HPB,HPB,HPB,M,12,http://mc.manuscriptcentral.com/hpb,FALSE,ENGLAND,1998,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",JM451,http://www.elsevier.com
93725,11783J,1080-7039,1549-7860,HUMAN AND ECOLOGICAL RISK ASSESSMENT,HUM ECOL RISK ASSESS,Hum. Ecol. Risk Assess.,B,6,http://mc.manuscriptcentral.com/hera,FALSE,UNITED STATES OF AMERICA,1995,TAYLOR & FRANCIS INC,"530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106",ZA463,http://www.tandfonline.com/
93727,41624J,0018-7143,1534-6617,HUMAN BIOLOGY,HUM BIOL,Hum. Biol.,Q,4,http://digitalcommons.wayne.edu/cgi/login.cgi?return_to=http%3A%2F%2Fdigitalcommons.wayne.edu%2Fcgi%2Fsubmit.cgi%3Fcontext%3Dhumbiol&context=humbiol,FALSE,UNITED STATES OF AMERICA,1929,WAYNE STATE UNIV PRESS,"4809 WOODWARD AVE, DETROIT, USA, MI, 48201-1309",ZY851,http://www.wayne.edu/
93728,11663J,1065-9471,1097-0193,HUMAN BRAIN MAPPING,HUM BRAIN MAPP,Hum. Brain Mapp.,M,12,http://mc.manuscriptcentral.com/hbm,FALSE,UNITED STATES OF AMERICA,1993,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",FL501,http://www.wiley.com/WileyCDA/
93729,C7704J,1749-0774,1749-0774,HUMAN CELL,HUM CELL,Hum. Cell,Q,4,https://www.editorialmanager.com/huce/,FALSE,JAPAN,1988,SPRINGER JAPAN KK,"SHIROYAMA TRUST TOWER 5F, 4-3-1 TORANOMON, MINATO-KU, TOKYO, JAPAN, 105-6005",YK509,http://www.springer.com
93775,D4274J,2192-1962,2192-1962,HUMAN-CENTRIC COMPUTING AND INFORMATION SCIENCES,HUM-CENT COMPUT INFO,Human-centric Comput. Inf. Sci.,C,1,https://www.editorialmanager.com/hcis/default.aspx,TRUE,GERMANY,2011,SPRINGEROPEN,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",AEC55,http://www.springeropen.com
93776,10891J,0737-0024,1532-7051,HUMAN-COMPUTER INTERACTION,HUM-COMPUT INTERACT,Hum.-Comput. Interact.,B,6,,,UNITED STATES OF AMERICA,1985,TAYLOR & FRANCIS INC,"530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106",ZA463,http://www.tandfonline.com/
93732,C3258J,1087-1209,1533-158X,HUMAN DIMENSIONS OF WILDLIFE,HUM DIMENS WILDL,Hum. Dimens. Wildl.,B,6,http://mc.manuscriptcentral.com/uhdw,FALSE,ENGLAND,1996,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OR14 4RN",ZA501,http://www.tandfonline.com
93723,09187J,0960-3271,1477-0903,HUMAN & EXPERIMENTAL TOXICOLOGY,HUM EXP TOXICOL,Hum. Exp. Toxicol.,M,12,http://mc.manuscriptcentral.com/het,FALSE,ENGLAND,1990,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",WH076,http://www.sagepub.co.uk
93737,41712J,0018-7208,1547-8181,HUMAN FACTORS,HUM FACTORS,Hum. Factors,B,6,https://mc.manuscriptcentral.com/humanfactors,FALSE,UNITED STATES OF AMERICA,1958,SAGE PUBLICATIONS INC,"2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",WH001,http://www.sagepub.co.uk
93738,C9917J,1090-8471,1520-6564,HUMAN FACTORS AND ERGONOMICS IN MANUFACTURING & SERVICE INDUSTRIES,HUM FACTOR ERGON MAN,Hum. Factors Ergonom. Manuf. Serv. Ind.,B,6,http://mc.manuscriptcentral.com/hfm,FALSE,UNITED STATES OF AMERICA,1997,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",FL501,http://www.wiley.com/WileyCDA/
93739,D0683J,1464-7273,1742-8149,HUMAN FERTILITY,HUM FERTIL,Hum. Fertil.,Q,4,http://mc.manuscriptcentral.com/thuf,FALSE,ENGLAND,1998,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OR14 4RN",ZA501,http://www.tandfonline.com
93740,09388J,1043-0342,1557-7422,HUMAN GENE THERAPY,HUM GENE THER,Hum. Gene Ther.,M,12,http://online.liebertpub.com/loi/hum,FALSE,UNITED STATES OF AMERICA,1990,"MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801",PZ785,http://www.liebertpub.com/
93741,D2488J,2324-8637,2324-8645,HUMAN GENE THERAPY CLINICAL DEVELOPMENT,HUM GENE THER CL DEV,Hum. Gene Ther. Clin. Dev.,Q,4,,,UNITED STATES OF AMERICA,2013,"MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801",PZ785,http://www.liebertpub.com/
93742,D1405J,1946-6536,1946-6544,HUMAN GENE THERAPY METHODS,HUM GENE THER METHOD,Hum. Gene Ther. Methods,B,6,http://mc.manuscriptcentral.com/hum,FALSE,UNITED STATES OF AMERICA,2012,"MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801",PZ785,http://www.liebertpub.com/
93743,41717J,0340-6717,1432-1203,HUMAN GENETICS,HUM GENET,Hum. Genet.,M,12,http://mc.manuscriptcentral.com/humgenet,FALSE,UNITED STATES OF AMERICA,1976,SPRINGER,"233 SPRING ST, NEW YORK, USA, NY, 10013",YK501,http://www.springeronline.com
93745,C5808J,1473-9542,1479-7364,HUMAN GENOMICS,HUM GENOMICS,Hum. Genomics,I,,http://www.humgenomics.com/manuscript,TRUE,ENGLAND,2003,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",FI745,https://www.biomedcentral.com/
93746,41723J,0001-5652,1423-0062,HUMAN HEREDITY,HUM HERED,Hum. Hered.,B,8,http://oper1.karger.com/xpresstrack/submissions/?jid=123,FALSE,SWITZERLAND,1950,KARGER,"ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009",WG001,http://www.karger.ch
93747,03291J,0198-8859,1879-1166,HUMAN IMMUNOLOGY,HUM IMMUNOL,Hum. Immunol.,M,12,http://ees.elsevier.com/him/,FALSE,UNITED STATES OF AMERICA,1980,ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169",JM501,http://www.elsevier.com
93748,10024J,0964-6906,1460-2083,HUMAN MOLECULAR GENETICS,HUM MOL GENET,Hum. Mol. Genet.,F,26,http://mc.manuscriptcentral.com/hmg,FALSE,ENGLAND,1992,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",TT001,http://www.oxfordjournals.org
93749,04434J,0167-9457,1872-7646,HUMAN MOVEMENT SCIENCE,HUM MOVEMENT SCI,Hum. Mov. Sci.,B,6,http://ees.elsevier.com/hms/,FALSE,NETHERLANDS,1982,ELSEVIER,"RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX",JM901,http://www.elsevier.com
93750,10012J,1059-7794,1098-1004,HUMAN MUTATION,HUM MUTAT,Hum. Mutat.,M,12,http://mc.manuscriptcentral.com/humu,FALSE,UNITED STATES OF AMERICA,1992,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",FL501,http://www.wiley.com/WileyCDA/
93753,41745J,0046-8177,1532-8392,HUMAN PATHOLOGY,HUM PATHOL,Hum. Pathol.,M,12,http://ees.elsevier.com/yhupa/,FALSE,UNITED STATES OF AMERICA,1970,W B SAUNDERS CO-ELSEVIER INC,"1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899",ZY601,http://www.elsevier.com
93756,09395J,0885-6222,1099-1077,HUMAN PSYCHOPHARMACOLOGY-CLINICAL AND EXPERIMENTAL,HUM PSYCHOPHARM CLIN,Hum. Psychopharmacol.-Clin. Exp.,B,6,http://mc.manuscriptcentral.com/hup,FALSE,ENGLAND,1986,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",FL501,http://www.wiley.com/WileyCDA/
93758,06822J,0268-1161,1460-2350,HUMAN REPRODUCTION,HUM REPROD,Hum. Reprod.,M,12,http://mc.manuscriptcentral.com/humrep,FALSE,ENGLAND,1986,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",TT001,http://www.oxfordjournals.org
93759,11669J,1355-4786,1460-2369,HUMAN REPRODUCTION UPDATE,HUM REPROD UPDATE,Hum. Reprod. Update,B,6,http://mc.manuscriptcentral.com/hru,FALSE,ENGLAND,1995,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",TT001,http://www.oxfordjournals.org
93774,D1091J,2164-5515,2164-554X,HUMAN VACCINES & IMMUNOTHERAPEUTICS,HUM VACC IMMUNOTHER,Human Vaccines Immunother.,M,12,http://www.editorialmanager.com/hv/default.aspx,FALSE,UNITED STATES OF AMERICA,2012,TAYLOR & FRANCIS INC,"530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106",ZA463,http://www.tandfonline.com/
93777,C9983J,1934-4392,1936-8046,HUMAN-WILDLIFE INTERACTIONS,HUM-WILDL INTERACT,Hum.-Wildl. Interact.,H,2,https://login.bepress.com/login/?next=/auth/authorize/%3Fresponse_type%3Dcode%26redirect_uri%3Dhttps%253A%252F%252Fdigitalcommons.usu.edu%252Fcgi%252Flogin.cgi%253Freturn_to%253Dhttps%25253A%25252F%25252Fdigitalcommons.usu.edu%25252Fcgi%25252Fsubmit.cgi%25253Fcontext%25253Dhwi%26client_id%3DWPEPVAGTVEHTW2G5RQ6TC3MVFJ77YCS6G36FQWWS%26state%3DuhpvqtqbYx7fT9kxQuTYZqkFceXqhv4h%26scope%3Dopenid%2520profile,FALSE,UNITED STATES OF AMERICA,2007,JACK H BERRYMAN INST,"UTAH STATE UNIV, DEPT WILDLAND RESOURCES, LOGAN, USA, UTAH, 84322-5230",ABS31,http://www.berrymaninstitute.org/
93794,41860J,0018-8158,1573-5117,HYDROBIOLOGIA,HYDROBIOLOGIA,Hydrobiologia,S,21,http://www.editorialmanager.com/hydr/,FALSE,NETHERLANDS,1948,SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",PA269,http://www.springeronline.com
93797,12863J,1431-2174,1435-0157,HYDROGEOLOGY JOURNAL,HYDROGEOL J,Hydrogeol. J.,B,8,https://mc.manuscriptcentral.com/hydrogeology?S1LOGIN=null&CONFIG_ID=1271&PORTAL=null&POST_ACTION=&JAVASCRIPT_ENABLED=Y&CURRENT_PAGE=LOGIN&LOGIN_SITE_SHORT_NAME=null&BROWSER_SUPPORTED=Y&NATURAL_TIMEOUT=false&NEXT_PAGE=LOGIN&SAVE_MS_DETAILS_FL=&CURRENT_USER_ID=0&PRE_ACTION=&PROXY_TO_DOCUMENT_ID=&PAGE_LOADED_FLAG=&EXTERNAL_HTTP_REFERRER=http://link.springer.com/journal/10040&NEXT_PAGE_FOR_REDIRECT=&SWITCH_CONFIG_ID_PREV=&CURRENT_ROLE_ID=1&SWITCH_CONFIG_ID=&DISPLAY=&SAVE_MS_DETAILS_VALIDATE_FL=&NEW_USER_CONFIG_ID=&PROXY_TO_ROLE_ID=&CHANGE_PORTAL_CONFIG_ID_FOR_LOGIN_PAGE=&PAGE_DIRTY_FL=&PROXY_TO_PAGE_NAME=&PROXY_TO_DOCUMENT_TASK_ID=&&LOGIN_SITE_SHORT_NAME=null,FALSE,GERMANY,1992,SPRINGER,"233 SPRING ST, NEW YORK, USA, NY, 10013",YK501,http://www.springeronline.com
93798,07184J,0885-6087,1099-1085,HYDROLOGICAL PROCESSES,HYDROL PROCESS,Hydrol. Process.,F,26,http://mc.manuscriptcentral.com/hyp,FALSE,ENGLAND,1986,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",FL501,http://www.wiley.com/WileyCDA/
93800,03783J,0262-6667,2150-3435,HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES,HYDROLOG SCI J,Hydrol. Sci. J.-J. Sci. Hydrol.,B,8,http://mc.manuscriptcentral.com/hsj,FALSE,ENGLAND,1982,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OR14 4RN",ZA501,http://www.tandfonline.com
93801,C8358J,1439-1783,,HYDROLOGIE UND WASSERBEWIRTSCHAFTUNG,HYDROL WASSERBEWIRTS,Hydrol. Wasserbewirtsch.,B,6,,,GERMANY,1949,BUNDESANSTALT GEWASSERKUNDE-BFG,"POSTFACH 200 253, KOBLENZ, GERMANY, 56002",ABW54,http://www.bafg.de
93803,13035J,1027-5606,1607-7938,HYDROLOGY AND EARTH SYSTEM SCIENCES,HYDROL EARTH SYST SC,Hydrol. Earth Syst. Sci.,M,12,http://www.hydrology-and-earth-system-sciences.net/submission/manuscript_submission.html,TRUE,GERMANY,1997,COPERNICUS GESELLSCHAFT MBH,"BAHNHOFSALLEE 1E, GOTTINGEN, GERMANY, 37081",ABO37,http://www.copernicus.org
93804,C7821J,0029-1277,2224-7955,HYDROLOGY RESEARCH,HYDROL RES,Hydrol. Res.,B,5,https://www.editorialmanager.com/hydrology/,FALSE,ENGLAND,2008,IWA PUBLISHING,"ALLIANCE HOUSE, 12 CAXTON ST, LONDON, ENGLAND, SW1H0QS",LS990,http://www.iwap.co.uk/contacts.htm
93805,41904J,0304-386X,1879-1158,HYDROMETALLURGY,HYDROMETALLURGY,Hydrometallurgy,M,12,http://ees.elsevier.com/hydrom/,FALSE,NETHERLANDS,1975,ELSEVIER,"RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX",JM901,http://www.elsevier.com
93806,C6247J,1433-5158,1617-4240,HYLE,HYLE,HYLE,A,1,,,GERMANY,1995,HYLE PUBL,"MORGENSTR 2, KARLSRUHE, GERMANY, D-76137",ABK41,http://www.hyle.org
93809,01598J,0194-911X,1524-4563,HYPERTENSION,HYPERTENSION,Hypertension,M,12,http://hype-submit.aha-journals.org/cgi-bin/main.plex,FALSE,UNITED STATES OF AMERICA,1975,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",VF505,http://www.lww.com/
93810,10213J,1064-1955,1525-6065,HYPERTENSION IN PREGNANCY,HYPERTENS PREGNANCY,Hypertens. Pregnancy,T,3,http://mc.manuscriptcentral.com/lhip,FALSE,UNITED STATES OF AMERICA,1993,TAYLOR & FRANCIS INC,"530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106",ZA463,http://www.tandfonline.com/
93811,13268J,0916-9636,1348-4214,HYPERTENSION RESEARCH,HYPERTENS RES,Hypertens. Res.,M,12,http://mc.manuscriptcentral.com/htr,FALSE,JAPAN,2000,NATURE PUBLISHING GROUP,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",SL810,http://www.nature.com
93815,C4497J,0394-1914,1825-5272,HYSTRIX-ITALIAN JOURNAL OF MAMMALOGY,HYSTRIX,Hystrix,H,2,https://www.editorialsystem.com/hystrix,TRUE,ITALY,1989,ASSOC TERIOLOGICA ITALIANA,"C/O GIOVANNI AMORI, CNR-ISE VIALE DELL UNIVERSITA 23, ROMA, ITALY, I-00185",AAO47,
93824,10196J,0928-1541,2294-1932,IAWA JOURNAL,IAWA J,IAWA J.,Q,4,http://www.editorialmanager.com/IAWA/,FALSE,NETHERLANDS,1993,BRILL ACADEMIC PUBLISHERS,"PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA",IX501,http://www.brill.nl
93833,41932J,0019-1019,1474-919X,IBIS,IBIS,Ibis,Q,4,http://mc.manuscriptcentral.com/ibis,FALSE,ENGLAND,1859,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",FL501,http://www.wiley.com/WileyCDA/
93834,41976J,0018-8646,2151-8556,IBM JOURNAL OF RESEARCH AND DEVELOPMENT,IBM J RES DEV,IBM J. Res. Dev.,B,6,http://researchweb.watson.ibm.com/journal/rdauth.html,FALSE,UNITED STATES OF AMERICA,1957,IBM CORP,"1 NEW ORCHARD ROAD, ARMONK, USA, NY, 10504",LS413,
93837,42064J,0019-1035,1090-2643,ICARUS,ICARUS,Icarus,S,18,http://ees.elsevier.com/icarus/,FALSE,UNITED STATES OF AMERICA,1962,ACADEMIC PRESS INC ELSEVIER SCIENCE,"525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495",AH001,http://www.apnet.com
93838,C5766J,1670-567X,,ICELANDIC AGRICULTURAL SCIENCES,ICELAND AGR SCI,Iceland. Agric. Sci.,A,1,,,ICELAND,2004,RANNSOKNASTOFNUN LANDBUNADARINS,"AGRICULTURAL UNIV ICELAND & OTHER ICELANDIC RES INST, KELDNAHOLTI, REYKJAVIK, ICELAND, IS-112",AAJ68,http://www.ias.is
93841,09404J,1054-3139,1095-9289,ICES JOURNAL OF MARINE SCIENCE,ICES J MAR SCI,ICES J. Mar. Sci.,M,9,http://mc.manuscriptcentral.com/icesjms,FALSE,ENGLAND,1991,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",TT001,http://www.oxfordjournals.org
93843,13353J,1389-6911,2468-2438,ICGA JOURNAL,ICGA J,ICGA J.,Q,4,,,NETHERLANDS,2000,IOS PRESS,"NIEUWE HEMWEG 6B, AMSTERDAM, NETHERLANDS, 1013 BG",NW696,http://www.iospress.nl
93844,C3261J,1042-0940,1563-5236,ICHNOS-AN INTERNATIONAL JOURNAL FOR PLANT AND ANIMAL TRACES,ICHNOS,Ichnos,Q,4,http://mc.manuscriptcentral.com/gich,FALSE,UNITED STATES OF AMERICA,1990,TAYLOR & FRANCIS INC,"530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106",ZA463,http://www.tandfonline.com/
93846,C3263J,0936-9902,,ICHTHYOLOGICAL EXPLORATION OF FRESHWATERS,ICHTHYOL EXPLOR FRES,Ichthyol. Explor. Freshw.,Q,4,http://www.pfeil-verlag.de/04biol/e9902d.php,FALSE,GERMANY,1990,VERLAG DR FRIEDRICH PFEIL,"WOLFRATSHAUSER STRASSE 27, MUNICH, GERMANY, D-81379",AAI05,http://www.pfeil-verlag.de
93847,11765J,1341-8998,1616-3915,ICHTHYOLOGICAL RESEARCH,ICHTHYOL RES,Ichthyol. Res.,Q,4,https://www.editorialmanager.com/icre/,FALSE,JAPAN,1996,SPRINGER JAPAN KK,"SHIROYAMA TRUST TOWER 5F, 4-3-1 TORANOMON, MINATO-KU, TOKYO, JAPAN, 105-6005",YK509,http://www.springer.com
93860,C8157J,0019-1442,2498-6208,IDEGGYOGYASZATI SZEMLE-CLINICAL NEUROSCIENCE,IDEGGYOGY SZEMLE,Ideggyogy. Szle.,B,6,http://www.elitmed.hu/kiadvanyaink/ideggyogyaszati_szemle/,FALSE,HUNGARY,1948,LITERATURA MEDICA,"MARGIT KRT 31-33, BUDAPEST, HUNGARY, 1024",ABV36,
93867,C7326J,0324-6329,0324-6329,IDOJARAS,IDOJARAS,Idojaras,Q,4,http://www.met.hu/en/ismeret-tar/kiadvanyok/idojaras/,FALSE,HUNGARY,1897,HUNGARIAN METEOROLOGICAL SERVICE,"PO BOX 38, BUDAPEST, HUNGARY, H-1525",ABQ75,http://www.met.hu/Journal-Idojaras.php
93870,D5673J,2169-3536,2169-3536,IEEE ACCESS,IEEE ACCESS,IEEE Access,C,1,http://mc.manuscriptcentral.com/ieee-access,TRUE,UNITED STATES OF AMERICA,2013,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
94033,D2482J,2329-9290,2329-9304,IEEE-ACM TRANSACTIONS ON AUDIO SPEECH AND LANGUAGE PROCESSING,IEEE-ACM T AUDIO SPE,IEEE-ACM Trans. Audio Speech Lang.,M,12,https://mc.manuscriptcentral.com/tasl-ieee,FALSE,UNITED STATES OF AMERICA,2014,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
94034,C6289J,1545-5963,1557-9964,IEEE-ACM TRANSACTIONS ON COMPUTATIONAL BIOLOGY AND BIOINFORMATICS,IEEE ACM T COMPUT BI,IEEE-ACM Trans. Comput. Biol. Bioinform.,B,6,http://www.computer.org/portal/web/tcbb/author,FALSE,UNITED STATES OF AMERICA,2004,IEEE COMPUTER SOC,"10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, USA, CA, 90720-1314",HV614,http://www.computer.org
94035,11003J,1063-6692,1558-2566,IEEE-ACM TRANSACTIONS ON NETWORKING,IEEE ACM T NETWORK,IEEE-ACM Trans. Netw.,B,6,https://mc.manuscriptcentral.com/tnet-ieee?S1LOGIN=null&CONFIG_ID=1557&PORTAL=null&POST_ACTION=&CURRENT_PAGE=LOGIN&JAVASCRIPT_ENABLED=Y&LOGIN_SITE_SHORT_NAME=null&BROWSER_SUPPORTED=Y&NATURAL_TIMEOUT=false&SAVE_MS_DETAILS_FL=&NEXT_PAGE=LOGIN&CURRENT_USER_ID=0&PRE_ACTION=&PAGE_LOADED_FLAG=&PROXY_TO_DOCUMENT_ID=&EXTERNAL_HTTP_REFERRER=http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=90&NEXT_PAGE_FOR_REDIRECT=&SWITCH_CONFIG_ID_PREV=&SWITCH_CONFIG_ID=&CURRENT_ROLE_ID=1&DISPLAY=&SAVE_MS_DETAILS_VALIDATE_FL=&NEW_USER_CONFIG_ID=&PROXY_TO_ROLE_ID=&CHANGE_PORTAL_CONFIG_ID_FOR_LOGIN_PAGE=&PAGE_DIRTY_FL=&PROXY_TO_PAGE_NAME=&PROXY_TO_DOCUMENT_TASK_ID=&&LOGIN_SITE_SHORT_NAME=null,FALSE,UNITED STATES OF AMERICA,1993,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93871,10609J,0885-8985,1557-959X,IEEE AEROSPACE AND ELECTRONIC SYSTEMS MAGAZINE,IEEE AERO EL SYS MAG,IEEE Aerosp. Electron. Syst. Mag.,M,12,,,UNITED STATES OF AMERICA,1986,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93872,09766J,1058-6180,1934-1547,IEEE ANNALS OF THE HISTORY OF COMPUTING,IEEE ANN HIST COMPUT,IEEE Ann. Hist. Comput.,Q,4,,,UNITED STATES OF AMERICA,1992,IEEE COMPUTER SOC,"10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, USA, CA, 90720-1314",HV614,http://www.computer.org
93873,10992J,1045-9243,1558-4143,IEEE ANTENNAS AND PROPAGATION MAGAZINE,IEEE ANTENN PROPAG M,IEEE Antennas Propag. Mag.,B,6,,,UNITED STATES OF AMERICA,1990,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93874,C6326J,1536-1225,1548-5757,IEEE ANTENNAS AND WIRELESS PROPAGATION LETTERS,IEEE ANTENN WIREL PR,IEEE Antennas Wirel. Propag. Lett.,A,1,https://mc.manuscriptcentral.com/awpl,FALSE,UNITED STATES OF AMERICA,2002,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
94036,11876J,1083-4435,1941-014X,IEEE-ASME TRANSACTIONS ON MECHATRONICS,IEEE-ASME T MECH,IEEE-ASME Trans. Mechatron.,B,6,http://mc.manuscriptcentral.com/tmech-ieee,FALSE,UNITED STATES OF AMERICA,1996,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93875,C9613J,1531-636X,1558-0830,IEEE CIRCUITS AND SYSTEMS MAGAZINE,IEEE CIRC SYST MAG,IEEE Circuits Syst. Mag.,Q,4,,,UNITED STATES OF AMERICA,2001,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93876,D5291J,2325-6095,2325-6095,IEEE CLOUD COMPUTING,IEEE CLOUD COMPUT,IEEE Cloud Comput.,B,6,,,UNITED STATES OF AMERICA,2014,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93877,12924J,1089-7798,1558-2558,IEEE COMMUNICATIONS LETTERS,IEEE COMMUN LETT,IEEE Commun. Lett.,M,12,https://mc.manuscriptcentral.com/comml,FALSE,UNITED STATES OF AMERICA,1997,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93878,04724J,0163-6804,1558-1896,IEEE COMMUNICATIONS MAGAZINE,IEEE COMMUN MAG,IEEE Commun. Mag.,M,12,http://mc.manuscriptcentral.com/commag-ieee,FALSE,UNITED STATES OF AMERICA,1963,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
