Journal title,search title,search id,search hash,matched,suggestions
"Science, Technology & Human Values",,,,2.0,"{""suggestions"": [{""value"": ""European Journal of Lipid Science and Technology"", ""data"": {""id"": ""jour.1294976"", ""title"": ""European Journal of Lipid Science and Technology"", ""hash"": ""908e1eca965be371f45d4dbd03c82c965ab70117""}}, {""value"": ""Environmental Science & Technology"", ""data"": {""id"": ""jour.1012116"", ""title"": ""Environmental Science & Technology"", ""hash"": ""8c142d701e3b1cf9aa52fa169b46e6b491ec4ebb""}}, {""value"": ""Water Science & Technology"", ""data"": {""id"": ""jour.1120277"", ""title"": ""Water Science & Technology"", ""hash"": ""01aac9777bb8debc9b825b2c4fb288d00fb8e414""}}, {""value"": ""Measurement Science and Technology"", ""data"": {""id"": ""jour.1055181"", ""title"": ""Measurement Science and Technology"", ""hash"": ""cc89d1c6cdfdb6f9621c3379047eec725ae4624f""}}, {""value"": ""Journal of Nuclear Science and Technology"", ""data"": {""id"": ""jour.1026594"", ""title"": ""Journal of Nuclear Science and Technology"", ""hash"": ""361e4ee81a4ba433c6b8ce458aac5578a49bfa42""}}, {""value"": ""Semiconductor Science and Technology"", ""data"": {""id"": ""jour.1050770"", ""title"": ""Semiconductor Science and Technology"", ""hash"": ""0abd8eb45bf16548322c72e1da1c9d3e59b09733""}}, {""value"": ""Journal of Vacuum Science & Technology B Nanotechnology and Microelectronics Materials Processing Measurement and Phenomena"", ""data"": {""id"": ""jour.1312349"", ""title"": ""Journal of Vacuum Science & Technology B Nanotechnology and Microelectronics Materials Processing Measurement and Phenomena"", ""hash"": ""da8504830887089342bda3223039cbaf011ebfc5""}}, {""value"": ""Journal of the Association for Information Science and Technology"", ""data"": {""id"": ""jour.1297418"", ""title"": ""Journal of the Association for Information Science and Technology"", ""hash"": ""07464a67dd04f8df6d704022d7751d62de14fb5f""}}, {""value"": ""Composites Science and Technology"", ""data"": {""id"": ""jour.1040897"", ""title"": ""Composites Science and Technology"", ""hash"": ""21053364e1b7bfdc74c52d467a2decad942e548a""}}, {""value"": ""Separation Science and Technology"", ""data"": {""id"": ""jour.1327754"", ""title"": ""Separation Science and Technology"", ""hash"": ""faa0ebc044bfa5ab21778f63b6ab82091b4a8d50""}}, {""value"": ""Materials Science and Technology"", ""data"": {""id"": ""jour.1327850"", ""title"": ""Materials Science and Technology"", ""hash"": ""265d5eaccf73b2d748e0e47c95c9c354e68c966d""}}, {""value"": ""Journal of Vacuum Science & Technology A Vacuum Surfaces and Films"", ""data"": {""id"": ""jour.1134073"", ""title"": ""Journal of Vacuum Science & Technology A Vacuum Surfaces and Films"", ""hash"": ""02f3b14bcd6e4a993a77657fac9fb74ccb000105""}}, {""value"": ""Superconductor Science and Technology"", ""data"": {""id"": ""jour.1127359"", ""title"": ""Superconductor Science and Technology"", ""hash"": ""230a081b132df6771727454f64b3be8413a09d87""}}, {""value"": ""International Journal of Food Science & Technology"", ""data"": {""id"": ""jour.1270733"", ""title"": ""International Journal of Food Science & Technology"", ""hash"": ""c2f513ef1611e08a474682f8a8c6f0ef836e7121""}}, {""value"": ""Molecular Crystals and Liquid Crystals Science and Technology Section A Molecular Crystals and Liquid Crystals"", ""data"": {""id"": ""jour.1137026"", ""title"": ""Molecular Crystals and Liquid Crystals Science and Technology Section A Molecular Crystals and Liquid Crystals"", ""hash"": ""6d557a2400cd6236f6bbb824c958aaf07514f229""}}, {""value"": ""Animal Feed Science and Technology"", ""data"": {""id"": ""jour.1023197"", ""title"": ""Animal Feed Science and Technology"", ""hash"": ""d98ada9fa52635be4ed6dd3e2003d1a388f2fb99""}}, {""value"": ""Journal of Food Science and Technology"", ""data"": {""id"": ""jour.1082892"", ""title"": ""Journal of Food Science and Technology"", ""hash"": ""1dc71e693c19b53b04c5739d56192c6930394a45""}}, {""value"": ""Journal of Mechanical Science and Technology"", ""data"": {""id"": ""jour.1295111"", ""title"": ""Journal of Mechanical Science and Technology"", ""hash"": ""7a6be67f89ed2a9a6846a1a0130660d8e2913a9b""}}, {""value"": ""Acoustical Science and Technology"", ""data"": {""id"": ""jour.1028469"", ""title"": ""Acoustical Science and Technology"", ""hash"": ""89f506ddeeabd13e6eb755289d2da3e1c1594090""}}, {""value"": ""Journal of Sol-Gel Science and Technology"", ""data"": {""id"": ""jour.1048337"", ""title"": ""Journal of Sol-Gel Science and Technology"", ""hash"": ""8f4cd5f1df7ceeb1abd0f93954517d632bb989ff""}}, {""value"": ""Petroleum Science and Technology"", ""data"": {""id"": ""jour.1045942"", ""title"": ""Petroleum Science and Technology"", ""hash"": ""770323b64c9f70f9a3148c8a7b4bfa290ab61098""}}, {""value"": ""Journal of Food Science and Technology"", ""data"": {""id"": ""jour.1006305"", ""title"": ""Journal of Food Science and Technology"", ""hash"": ""7ddca63104bc4c425c17a35590bb42a4491904cc""}}, {""value"": ""Combustion Science and Technology"", ""data"": {""id"": ""jour.1137154"", ""title"": ""Combustion Science and Technology"", ""hash"": ""55d199c8b4445994f88cbc68102b641dba112225""}}, {""value"": ""Catalysis Science & Technology"", ""data"": {""id"": ""jour.1050437"", ""title"": ""Catalysis Science & Technology"", ""hash"": ""5ccb015b20ea9bb8fe57c092512249587c03acd2""}}, {""value"": ""Indian Journal of Science and Technology"", ""data"": {""id"": ""jour.1045925"", ""title"": ""Indian Journal of Science and Technology"", ""hash"": ""9f1169c2a5abbc9e4d8e6dcff5220ee607772340""}}, {""value"": ""Journal of Dispersion Science and Technology"", ""data"": {""id"": ""jour.1122661"", ""title"": ""Journal of Dispersion Science and Technology"", ""hash"": ""7a12dfd683246d79e252b85cc9c858e946c3860a""}}, {""value"": ""Fusion Science & Technology"", ""data"": {""id"": ""jour.1295082"", ""title"": ""Fusion Science & Technology"", ""hash"": ""ba89a7875525bf0ee8adfa4f61ffa1d4d2cf5509""}}, {""value"": ""International Journal of Mathematical Education in Science and Technology"", ""data"": {""id"": ""jour.1049438"", ""title"": ""International Journal of Mathematical Education in Science and Technology"", ""hash"": ""b0b5fa60b4f3f08c564e5f8ce32091124d59281f""}}, {""value"": ""Trends in Food Science & Technology"", ""data"": {""id"": ""jour.1327776"", ""title"": ""Trends in Food Science & Technology"", ""hash"": ""c2974e42d768455c44399c48f1d6a436e009ec20""}}, {""value"": ""Bulletin of Science Technology & Society"", ""data"": {""id"": ""jour.1123399"", ""title"": ""Bulletin of Science Technology & Society"", ""hash"": ""a1250a70475a4d3522c17173d22a469cb9836b39""}}, {""value"": ""Journal of Adhesion Science and Technology"", ""data"": {""id"": ""jour.1041784"", ""title"": ""Journal of Adhesion Science and Technology"", ""hash"": ""d21f9141f67c2b8325dae22171ad05201bc5deaf""}}, {""value"": ""Journal of Drug Delivery Science and Technology"", ""data"": {""id"": ""jour.1312296"", ""title"": ""Journal of Drug Delivery Science and Technology"", ""hash"": ""922858bf1e697cbdff7f15406548f284a0e5d7fd""}}, {""value"": ""Aerosol Science and Technology"", ""data"": {""id"": ""jour.1130379"", ""title"": ""Aerosol Science and Technology"", ""hash"": ""5d11684b0c5af23a529629a71fa32b423c277b63""}}, {""value"": ""Journal of Diabetes Science and Technology"", ""data"": {""id"": ""jour.1038647"", ""title"": ""Journal of Diabetes Science and Technology"", ""hash"": ""3183355fa5367465756f4f3ddffdd5154f4f5b18""}}, {""value"": ""Dairy Science & Technology"", ""data"": {""id"": ""jour.1039940"", ""title"": ""Dairy Science & Technology"", ""hash"": ""ce912e3e7c3ea2a890a1b568cc4fdbfb77a222a7""}}, {""value"": ""Journal of Photopolymer Science and Technology"", ""data"": {""id"": ""jour.1038179"", ""title"": ""Journal of Photopolymer Science and Technology"", ""hash"": ""81357bf53449a041b622a4bc114350bbb87b071d""}}, {""value"": ""Plasma Sources Science and Technology"", ""data"": {""id"": ""jour.1051195"", ""title"": ""Plasma Sources Science and Technology"", ""hash"": ""825f053e734271f1d9c60685a962c277142fcd41""}}, {""value"": ""Food Science and Technology"", ""data"": {""id"": ""jour.1371483"", ""title"": ""Food Science and Technology"", ""hash"": ""b5d8a02bef77f92edc333f88388df20834a61933""}}, {""value"": ""Corrosion Engineering Science and Technology"", ""data"": {""id"": ""jour.1137766"", ""title"": ""Corrosion Engineering Science and Technology"", ""hash"": ""dc71948858d57c7156b27d761acb3967642bbd91""}}, {""value"": ""Journal of Weed Science and Technology"", ""data"": {""id"": ""jour.1137357"", ""title"": ""Journal of Weed Science and Technology"", ""hash"": ""bda090381ba49a40f8b512588f5a40952b6e7606""}}, {""value"": ""Cold Regions Science and Technology"", ""data"": {""id"": ""jour.1049475"", ""title"": ""Cold Regions Science and Technology"", ""hash"": ""2cd9fd0714c27924e2a8d5c15478a789d5e5559b""}}, {""value"": ""International Journal of Environmental Science and Technology"", ""data"": {""id"": ""jour.1036943"", ""title"": ""International Journal of Environmental Science and Technology"", ""hash"": ""87e6f64f812173271405247afb05d8f3925afe2d""}}, {""value"": ""Water Science & Technology Water Supply"", ""data"": {""id"": ""jour.1297584"", ""title"": ""Water Science & Technology Water Supply"", ""hash"": ""1268203b0bab04caa9e224807d85a75635618f2b""}}, {""value"": ""International Polymer Science and Technology"", ""data"": {""id"": ""jour.1274323"", ""title"": ""International Polymer Science and Technology"", ""hash"": ""f0799319e0dc0767b6929eec02e14eb38407d1d5""}}, {""value"": ""International Journal for Research in Applied Science and Engineering Technology"", ""data"": {""id"": ""jour.1290619"", ""title"": ""International Journal for Research in Applied Science and Engineering Technology"", ""hash"": ""cbab3c593841f0234bebc14c5099246297705d54""}}, {""value"": ""Journal of Vacuum Science and Technology"", ""data"": {""id"": ""jour.1312903"", ""title"": ""Journal of Vacuum Science and Technology"", ""hash"": ""a93f499cc09600e600782af0cc083bb2bb043a24""}}, {""value"": ""Journal of Computer Science and Technology"", ""data"": {""id"": ""jour.1357568"", ""title"": ""Journal of Computer Science and Technology"", ""hash"": ""7c8c7ffe7372f45045aa5296c312d30692029a93""}}, {""value"": ""Wood Science and Technology"", ""data"": {""id"": ""jour.1031697"", ""title"": ""Wood Science and Technology"", ""hash"": ""f703f77015862d90b2d600ad86596e64f028396c""}}, {""value"": ""Science and Technology of Advanced Materials"", ""data"": {""id"": ""jour.1048844"", ""title"": ""Science and Technology of Advanced Materials"", ""hash"": ""691a72a34a2b6a1106b119e7f12bf8c65ad79a4f""}}, {""value"": ""Biocontrol Science and Technology"", ""data"": {""id"": ""jour.1128793"", ""title"": ""Biocontrol Science and Technology"", ""hash"": ""16783e7af948377e7d7a2ea0ebf5590404a999ca""}}, {""value"": ""Journal of Materials Science & Technology"", ""data"": {""id"": ""jour.1053018"", ""title"": ""Journal of Materials Science & Technology"", ""hash"": ""6ec2e92256fa2f1d4dad668207f313df79411ec7""}}, {""value"": ""Food Science and Technology Research"", ""data"": {""id"": ""jour.1284625"", ""title"": ""Food Science and Technology Research"", ""hash"": ""9ef7f02ff28a903041a20a02d4b7e41ab17e68fa""}}, {""value"": ""ECS Journal of Solid State Science and Technology"", ""data"": {""id"": ""jour.1051697"", ""title"": ""ECS Journal of Solid State Science and Technology"", ""hash"": ""3b4cde42da0cf1718af15f45ac94f00d0f271fa4""}}, {""value"": ""Science Technology & Human Values"", ""data"": {""id"": ""jour.1026448"", ""title"": ""Science Technology & Human Values"", ""hash"": ""7dbf2dc1114962e12ea0d3d5e468b8bdd820c0ba""}}, {""value"": ""Instrumentation Science & Technology"", ""data"": {""id"": ""jour.1297460"", ""title"": ""Instrumentation Science & Technology"", ""hash"": ""cdc6964204dd4246f776cd43f9f29c3766f6173f""}}, {""value"": ""Adsorption Science & Technology"", ""data"": {""id"": ""jour.1125317"", ""title"": ""Adsorption Science & Technology"", ""hash"": ""c7ecb6710ad3b8d7b497b2a5b3bfcc52614026e9""}}, {""value"": ""Food Science and Technology International"", ""data"": {""id"": ""jour.1133066"", ""title"": ""Food Science and Technology International"", ""hash"": ""4d85580ec741fad3927ca293264891a8665fdd87""}}, {""value"": ""Science and Technology of Welding & Joining"", ""data"": {""id"": ""jour.1138082"", ""title"": ""Science and Technology of Welding & Joining"", ""hash"": ""08813937d7e48367e3bf2bb597d1088f243cf159""}}, {""value"": ""Particulate Science And Technology"", ""data"": {""id"": ""jour.1138299"", ""title"": ""Particulate Science And Technology"", ""hash"": ""08d3d91b6b15c7322c5a2d1f48134443fd490079""}}, {""value"": ""Packaging Technology and Science"", ""data"": {""id"": ""jour.1138133"", ""title"": ""Packaging Technology and Science"", ""hash"": ""f2aa502cae5ccc131e87f6ed1c2c7f306326e8a9""}}, {""value"": ""PDA Journal of Pharmaceutical Science and Technology"", ""data"": {""id"": ""jour.1082641"", ""title"": ""PDA Journal of Pharmaceutical Science and Technology"", ""hash"": ""7e66eb05e07edb1078a9c66e07fffa996bbdd3b1""}}, {""value"": ""Plasma Science and Technology"", ""data"": {""id"": ""jour.1137588"", ""title"": ""Plasma Science and Technology"", ""hash"": ""b43b63b0a92dae77b3d90ee95fe9c405aa62f0bf""}}, {""value"": ""The Review of High Pressure Science and Technology"", ""data"": {""id"": ""jour.1282845"", ""title"": ""The Review of High Pressure Science and Technology"", ""hash"": ""ccc1a634971351ec043a964ab5a852ac76ef5719""}}, {""value"": ""IOSR Journal of Environmental Science Toxicology and Food Technology"", ""data"": {""id"": ""jour.1051547"", ""title"": ""IOSR Journal of Environmental Science Toxicology and Food Technology"", ""hash"": ""00e7c974d211500c7f90a53bb2fb8fbe96ff6e97""}}, {""value"": ""Science and Technology for the Built Environment"", ""data"": {""id"": ""jour.1052619"", ""title"": ""Science and Technology for the Built Environment"", ""hash"": ""26d86927df46c82a19399c4717594adee0e80dbd""}}, {""value"": ""Bulletin of the Association for Information Science and Technology"", ""data"": {""id"": ""jour.1014836"", ""title"": ""Bulletin of the Association for Information Science and Technology"", ""hash"": ""d5fd1ea2ead8dd01f28285d91c4bf497eeef2879""}}, {""value"": ""Oil & Gas Science and Technology \u2013 Revue d\u2019IFP Energies nouvelles"", ""data"": {""id"": ""jour.1327856"", ""title"": ""Oil & Gas Science and Technology \u2013 Revue d\u2019IFP Energies nouvelles"", ""hash"": ""7e021a37b3a9b316d362299feb16c64dddc96a42""}}, {""value"": ""Science & Technology Libraries"", ""data"": {""id"": ""jour.1122594"", ""title"": ""Science & Technology Libraries"", ""hash"": ""a28b9b2cc9ae49f495791d373077245384b49a0e""}}, {""value"": ""Mining science and technology"", ""data"": {""id"": ""jour.1140912"", ""title"": ""Mining science and technology"", ""hash"": ""cd02c279e0e45d8e318b433c41225868ca394c18""}}, {""value"": ""Journal of Science Education and Technology"", ""data"": {""id"": ""jour.1129453"", ""title"": ""Journal of Science Education and Technology"", ""hash"": ""a9b1d82c41b03170c5e5fb0b6531aaf6169febd2""}}, {""value"": ""International Journal of Mining Science and Technology"", ""data"": {""id"": ""jour.1053384"", ""title"": ""International Journal of Mining Science and Technology"", ""hash"": ""abbcbe7ba159ca3c22b38cf3b32f3d65d4f7dcac""}}, {""value"": ""IEEE Transactions on Terahertz Science and Technology"", ""data"": {""id"": ""jour.1047495"", ""title"": ""IEEE Transactions on Terahertz Science and Technology"", ""hash"": ""7637ca3eb9deba2307164b0dfe01bf86b332abbb""}}, {""value"": ""Journal of Engineering Science and Technology Review"", ""data"": {""id"": ""jour.1274589"", ""title"": ""Journal of Engineering Science and Technology Review"", ""hash"": ""3430eb158f30da3826c02287d3249eedf5daa276""}}, {""value"": ""Microgravity Science and Technology"", ""data"": {""id"": ""jour.1026232"", ""title"": ""Microgravity Science and Technology"", ""hash"": ""ddadcd50fb9bc4892ca9b14c49964d76e2b93b0b""}}, {""value"": ""Turkish Journal of Agriculture - Food Science and Technology"", ""data"": {""id"": ""jour.1279097"", ""title"": ""Turkish Journal of Agriculture - Food Science and Technology"", ""hash"": ""2b1ecb7875804f79ef510fee948624cf9f25711d""}}, {""value"": ""Seed Science and Technology"", ""data"": {""id"": ""jour.1138886"", ""title"": ""Seed Science and Technology"", ""hash"": ""90f501c25d334f63bbbbb709f3510137143fec6f""}}, {""value"": ""Proceedings of the American Society for Information Science and Technology"", ""data"": {""id"": ""jour.1137735"", ""title"": ""Proceedings of the American Society for Information Science and Technology"", ""hash"": ""10eeeed29a77e3df4823a2d2d0877ce7de701a61""}}, {""value"": ""Journal of Sensor Science and Technology"", ""data"": {""id"": ""jour.1140462"", ""title"": ""Journal of Sensor Science and Technology"", ""hash"": ""c9ba102f6f865d5f4f9283395e2e872c8e89517f""}}, {""value"": ""International Journal of Clothing Science and Technology"", ""data"": {""id"": ""jour.1139209"", ""title"": ""International Journal of Clothing Science and Technology"", ""hash"": ""3a071551546813d62fb582ab73e126be9e3838b9""}}, {""value"": ""Journal of Marine Science and Technology"", ""data"": {""id"": ""jour.1048530"", ""title"": ""Journal of Marine Science and Technology"", ""hash"": ""ab0cc7aea64e57fe8c5cd4f6749094b4115fa3cd""}}, {""value"": ""Translational Vision Science & Technology"", ""data"": {""id"": ""jour.1047645"", ""title"": ""Translational Vision Science & Technology"", ""hash"": ""ca19a3a2876a3df42a8065cfdcb9614839290275""}}, {""value"": ""Tsinghua Science & Technology"", ""data"": {""id"": ""jour.1294771"", ""title"": ""Tsinghua Science & Technology"", ""hash"": ""be38d8b082c7ffcc6fc82467d5b45c812c022315""}}, {""value"": ""Water Science and Technology Library"", ""data"": {""id"": ""jour.1339295"", ""title"": ""Water Science and Technology Library"", ""hash"": ""4f09c86d0e40b2c1b4c50e3b9f41dce49733664a""}}, {""value"": ""Journal of X-Ray Science and Technology"", ""data"": {""id"": ""jour.1099976"", ""title"": ""Journal of X-Ray Science and Technology"", ""hash"": ""eb0752d5c5e566ba9ac890a2b04a338fe7987020""}}, {""value"": ""Eurasia Journal of Mathematics Science and Technology Education"", ""data"": {""id"": ""jour.1142009"", ""title"": ""Eurasia Journal of Mathematics Science and Technology Education"", ""hash"": ""d147baf0f1563a9bb53475721224badcc244254d""}}, {""value"": ""Journal of Fuel Cell Science and Technology"", ""data"": {""id"": ""jour.1049905"", ""title"": ""Journal of Fuel Cell Science and Technology"", ""hash"": ""5c6dab5c350061770624c001b52541572828c9b6""}}, {""value"": ""Advance Journal of Food Science and Technology"", ""data"": {""id"": ""jour.1052109"", ""title"": ""Advance Journal of Food Science and Technology"", ""hash"": ""a5a20738e2eac45176674aaaff64aa6a4377b185""}}, {""value"": ""Journal of Animal Science and Technology"", ""data"": {""id"": ""jour.1052072"", ""title"": ""Journal of Animal Science and Technology"", ""hash"": ""100016a24b91a41b4266a1198e006b4e8ed310ec""}}, {""value"": ""Critical Reviews in Environmental Science and Technology"", ""data"": {""id"": ""jour.1104802"", ""title"": ""Critical Reviews in Environmental Science and Technology"", ""hash"": ""e2f5efab51b1a500b05f0c85e05bfd82880c1893""}}, {""value"": ""Food Science and Technology"", ""data"": {""id"": ""jour.1339307"", ""title"": ""Food Science and Technology"", ""hash"": ""fbfc19094b135729a0ebf6f57863e9df25bed23a""}}, {""value"": ""Journal of Nuclear Energy Parts A/B Reactor Science and Technology"", ""data"": {""id"": ""jour.1002372"", ""title"": ""Journal of Nuclear Energy Parts A/B Reactor Science and Technology"", ""hash"": ""9c7f8b203dada52561505c9740ee8ec739b9f5ad""}}, {""value"": ""International Journal on Advanced Science Engineering and Information Technology"", ""data"": {""id"": ""jour.1140100"", ""title"": ""International Journal on Advanced Science Engineering and Information Technology"", ""hash"": ""ad07d667bf280684ae46a0eac426d6cc2779cb7b""}}, {""value"": ""British Journal of Applied Science & Technology"", ""data"": {""id"": ""jour.1052232"", ""title"": ""British Journal of Applied Science & Technology"", ""hash"": ""9504bf2c63447ee77743e43e1982e9c56b05c358""}}, {""value"": ""Advances in Science, Technology & Innovation"", ""data"": {""id"": ""jour.1339538"", ""title"": ""Advances in Science, Technology & Innovation"", ""hash"": ""2926521940b17b7c01339de71b0dc927a86bc9d1""}}, {""value"": ""Environmental Science Water Research & Technology"", ""data"": {""id"": ""jour.1053095"", ""title"": ""Environmental Science Water Research & Technology"", ""hash"": ""21a29a3a7cc3e95c8df45f9ffb6afb5ceffc1298""}}, {""value"": ""East Asian Science, Technology and Society: an International Journal"", ""data"": {""id"": ""jour.1045684"", ""title"": ""East Asian Science, Technology and Society: an International Journal"", ""hash"": ""01234b35d93e7d5d26e5dff0e8b7f6e3aa1f4580""}}, {""value"": ""Engineering Science and Technology an International Journal"", ""data"": {""id"": ""jour.1143199"", ""title"": ""Engineering Science and Technology an International Journal"", ""hash"": ""090570edea5de4e6de73a6270645ba324ac47f0a""}}, {""value"": ""Iranian Journal of Science and Technology, Transactions A: Science"", ""data"": {""id"": ""jour.1270820"", ""title"": ""Iranian Journal of Science and Technology, Transactions A: Science"", ""hash"": ""b1c40f92a595edcaccbb6b885625f7cafc120a41""}}]}"
Scientometrics,Scientometrics,jour.1089056,df7c518a7cab1eb71aef4d3996b80d6b44643a81,1.0,"{""suggestions"": [{""value"": ""Scientometrics"", ""data"": {""id"": ""jour.1089056"", ""title"": ""Scientometrics"", ""hash"": ""df7c518a7cab1eb71aef4d3996b80d6b44643a81""}}, {""value"": ""Collnet Journal of Scientometrics and Information Management"", ""data"": {""id"": ""jour.1144161"", ""title"": ""Collnet Journal of Scientometrics and Information Management"", ""hash"": ""68d85618b297260f14698ce79c625aea53818fcd""}}]}"
Social Studies of Science,Social Studies of Science,jour.1083288,021799b357fe8e5730cfb458b0030ab9047e6e93,1.0,"{""suggestions"": [{""value"": ""Social Studies of Science"", ""data"": {""id"": ""jour.1083288"", ""title"": ""Social Studies of Science"", ""hash"": ""021799b357fe8e5730cfb458b0030ab9047e6e93""}}, {""value"": ""The Journal of Academic Social Science Studies"", ""data"": {""id"": ""jour.1137969"", ""title"": ""The Journal of Academic Social Science Studies"", ""hash"": ""de1486b9f8dae67ea5bc928215b212fd4946c877""}}, {""value"": ""International Journal of Social Science Studies"", ""data"": {""id"": ""jour.1050528"", ""title"": ""International Journal of Social Science Studies"", ""hash"": ""50b0310cfae6fa330dea7434f5d012d5b4e9dbbb""}}, {""value"": ""International Journal of Social Sciences and Educational Studies"", ""data"": {""id"": ""jour.1279974"", ""title"": ""International Journal of Social Sciences and Educational Studies"", ""hash"": ""2504ef9cfee5b3494d275de33db90f4601b4de74""}}, {""value"": ""Journal of Independent Studies and Research Management Social Science and Economics"", ""data"": {""id"": ""jour.1364485"", ""title"": ""Journal of Independent Studies and Research Management Social Science and Economics"", ""hash"": ""c2da0b50f2010dd45a9333c762f32917fc306bdf""}}, {""value"": ""Journal of Social Science Studies"", ""data"": {""id"": ""jour.1147698"", ""title"": ""Journal of Social Science Studies"", ""hash"": ""35d1103e59be3e56dd6cf64440054059db921484""}}, {""value"": ""Asian Journal of Social Science Studies"", ""data"": {""id"": ""jour.1156136"", ""title"": ""Asian Journal of Social Science Studies"", ""hash"": ""2cbec69db23341477f3fb278665f17dbc9745044""}}, {""value"": ""Asian Journal of Social Sciences and Management Studies"", ""data"": {""id"": ""jour.1153318"", ""title"": ""Asian Journal of Social Sciences and Management Studies"", ""hash"": ""9c6f3ae3a0334b74ff37932c7e58b1fc75be8b97""}}, {""value"": ""Memoirs of the Faculty of Integrated Arts and Sciences, Hiroshima University II, Studies in social sciences"", ""data"": {""id"": ""jour.1369639"", ""title"": ""Memoirs of the Faculty of Integrated Arts and Sciences, Hiroshima University II, Studies in social sciences"", ""hash"": ""7a775df13c5a24d84b6d80e34847f7f84a5c6d47""}}, {""value"": ""Annals of Social Sciences & Management studies"", ""data"": {""id"": ""jour.1367718"", ""title"": ""Annals of Social Sciences & Management studies"", ""hash"": ""b84fcdff1a7c55d1312f43936ec82ccf4ee5f402""}}, {""value"": ""Global Journal of Social Sciences Studies"", ""data"": {""id"": ""jour.1293163"", ""title"": ""Global Journal of Social Sciences Studies"", ""hash"": ""3eede3b4ebb1a89149982c06f8d69dde2babbbca""}}, {""value"": ""International Journal of Humanities & social Science studies (IJHSSS)"", ""data"": {""id"": ""jour.1299870"", ""title"": ""International Journal of Humanities & social Science studies (IJHSSS)"", ""hash"": ""d1a418bf59d6c7db911ac037dc22687a1ee46856""}}, {""value"": ""The Journal of Europe - Middle East Social Science Studies"", ""data"": {""id"": ""jour.1155547"", ""title"": ""The Journal of Europe - Middle East Social Science Studies"", ""hash"": ""eb1e263b39af745b99499950a147f5f42bc7dda0""}}, {""value"": ""International Journal of Advanced Studies in Social Science & Innovation"", ""data"": {""id"": ""jour.1319658"", ""title"": ""International Journal of Advanced Studies in Social Science & Innovation"", ""hash"": ""cb54000a164c2c6f46498a4a42447299085060f7""}}, {""value"": ""Journal of Studies in Social Sciences"", ""data"": {""id"": ""jour.1050486"", ""title"": ""Journal of Studies in Social Sciences"", ""hash"": ""df8fbe290f6ad943a1912f7beb766b4b24616763""}}, {""value"": ""International Journal of Advanced Studies in Humanities and Social Science"", ""data"": {""id"": ""jour.1367005"", ""title"": ""International Journal of Advanced Studies in Humanities and Social Science"", ""hash"": ""9dc438be17460996c5479b3c717db588678a62a7""}}]}"
Structural Change and Economic Dynamics,Structural Change and Economic Dynamics,jour.1139190,0109a43d7f66a69a685a79fdad0adad051668374,1.0,"{""suggestions"": [{""value"": ""Structural Change and Economic Dynamics"", ""data"": {""id"": ""jour.1139190"", ""title"": ""Structural Change and Economic Dynamics"", ""hash"": ""0109a43d7f66a69a685a79fdad0adad051668374""}}]}"
Asian Journal of Technology Innovation,Asian Journal of Technology Innovation,jour.1143453,ead9359c2640589d8de7fbb1ebdd913413fa3795,1.0,"{""suggestions"": [{""value"": ""Asian Journal of Technology Innovation"", ""data"": {""id"": ""jour.1143453"", ""title"": ""Asian Journal of Technology Innovation"", ""hash"": ""ead9359c2640589d8de7fbb1ebdd913413fa3795""}}]}"
European Journal of Innovation Management,European Journal of Innovation Management,jour.1141378,40c5af98f14c6d3f6f93b236e5e09fcc3d223990,1.0,"{""suggestions"": [{""value"": ""European Journal of Innovation Management"", ""data"": {""id"": ""jour.1141378"", ""title"": ""European Journal of Innovation Management"", ""hash"": ""40c5af98f14c6d3f6f93b236e5e09fcc3d223990""}}]}"
International Journal of Business Innovation and Research,International Journal of Business Innovation and Research,jour.1142273,fcc2d13cfd1dc1c0709b5ad508c4d9305521882f,1.0,"{""suggestions"": [{""value"": ""International Journal of Business Innovation and Research"", ""data"": {""id"": ""jour.1142273"", ""title"": ""International Journal of Business Innovation and Research"", ""hash"": ""fcc2d13cfd1dc1c0709b5ad508c4d9305521882f""}}]}"
International Journal of Entrepreneurship and Innovation Management (IJEIM),,,,0.0,"{""suggestions"": []}"
International Journal of Foresight and Innovation Policy,International Journal of Foresight and Innovation Policy,jour.1144936,72d3180f7ea3b9b4d533fe4ae3f41679fddb1c06,1.0,"{""suggestions"": [{""value"": ""International Journal of Foresight and Innovation Policy"", ""data"": {""id"": ""jour.1144936"", ""title"": ""International Journal of Foresight and Innovation Policy"", ""hash"": ""72d3180f7ea3b9b4d533fe4ae3f41679fddb1c06""}}]}"
International Journal of Innovation and Technology Management,International Journal of Innovation and Technology Management,jour.1140882,604a7f87c743b826c208b31112b8e2d206a57a14,1.0,"{""suggestions"": [{""value"": ""International Journal of Innovation and Technology Management"", ""data"": {""id"": ""jour.1140882"", ""title"": ""International Journal of Innovation and Technology Management"", ""hash"": ""604a7f87c743b826c208b31112b8e2d206a57a14""}}, {""value"": ""International Journal of Innovation Management and Technology"", ""data"": {""id"": ""jour.1142681"", ""title"": ""International Journal of Innovation Management and Technology"", ""hash"": ""84341c36a78919c7b4555eebc845512c2e115a5d""}}, {""value"": ""International Journal of Space Technology Management and Innovation"", ""data"": {""id"": ""jour.1152659"", ""title"": ""International Journal of Space Technology Management and Innovation"", ""hash"": ""508a6e5851931f8ae42aab8cf420d9f88ca51e22""}}]}"
International Journal of Technology and Globalization,,,,0.0,"{""suggestions"": []}"
