eid,views,citations
2-s2.0-84931281699,2172,14
2-s2.0-84934298157,1906,7
2-s2.0-84937939782,6455,8
2-s2.0-84925396731,3571,22
2-s2.0-84928317978,7820,11
2-s2.0-84927127148,2702,9
2-s2.0-84927776789,1411,7
2-s2.0-84925297807,4243,31
2-s2.0-84928019899,3732,30
2-s2.0-84890947907,2728,14
2-s2.0-84923316549,2410,19
2-s2.0-84925500466,1776,1
2-s2.0-85028135186,13687,39
2-s2.0-84922330226,4738,15
2-s2.0-84916918788,1856,6
2-s2.0-84937148798,2520,50
2-s2.0-84920108928,1453,7
2-s2.0-84911947349,857,10
2-s2.0-84911454527,2221,7
2-s2.0-84912035474,1406,11
2-s2.0-84911913365,2831,23
2-s2.0-84955498193,4108,21
2-s2.0-84912016677,1732,6
2-s2.0-84918578676,1432,5
2-s2.0-84918556663,2207,3
2-s2.0-84910601977,4691,17
2-s2.0-84910639487,1787,19
2-s2.0-84908377237,7928,6
2-s2.0-84906766057,3898,18
2-s2.0-84907787975,8058,46
2-s2.0-84911888626,2669,9
2-s2.0-84907980386,1652,7
2-s2.0-84907982926,3665,9
2-s2.0-84907788103,2811,11
2-s2.0-84907758267,7747,24
2-s2.0-84907976993,3213,23
2-s2.0-84905247047,2179,6
2-s2.0-84907360494,3182,41
2-s2.0-84903698050,17813,59
2-s2.0-84905216552,11320,57
2-s2.0-84911383894,1752,24
2-s2.0-84905457696,4297,21
2-s2.0-84920950237,1937,20
2-s2.0-84905276838,1804,30
2-s2.0-84911427147,16780,101
2-s2.0-84934758015,1588,8
2-s2.0-84907347590,4063,26
2-s2.0-84903211941,2104,8
2-s2.0-84907323422,11816,31
2-s2.0-84902338395,3340,19
2-s2.0-84911379094,7864,34
2-s2.0-84911399519,32117,295
2-s2.0-84901638603,1394,19
2-s2.0-84902011576,1616,8
2-s2.0-84901753885,1304,1
2-s2.0-84899812627,4357,35
2-s2.0-84901324599,4912,29
2-s2.0-84900790811,1092,5
2-s2.0-84897487635,2967,29
2-s2.0-84894346215,7065,29
2-s2.0-84894436876,3467,45
2-s2.0-84896036647,2109,14
2-s2.0-84896048892,1496,16
2-s2.0-84894415814,1054,6
2-s2.0-84896051593,3666,3
2-s2.0-84896870781,1872,28
2-s2.0-84893537695,2459,3
2-s2.0-84894055063,2274,28
2-s2.0-84891367838,5764,47
2-s2.0-84893100446,3867,5
2-s2.0-84890895826,1516,7
2-s2.0-84890809114,2150,7
2-s2.0-84892660055,1425,25
2-s2.0-84888017626,9254,47
2-s2.0-84891371470,5130,57
2-s2.0-84890857146,4959,64
2-s2.0-84890860600,3399,35
2-s2.0-84890717612,941,0
2-s2.0-84885457107,5782,9
2-s2.0-84885898071,4404,20
2-s2.0-84883630357,4111,21
2-s2.0-84885038022,8178,59
2-s2.0-84885070314,2237,10
2-s2.0-85057039490,0,0
2-s2.0-85057046047,0,0
2-s2.0-85055680159,0,0
2-s2.0-85055718270,0,1
2-s2.0-85055705248,0,0
2-s2.0-85055717245,0,1
2-s2.0-85044419752,0,1
2-s2.0-85044435596,0,5
2-s2.0-85044264765,0,0
2-s2.0-85044303997,0,0
2-s2.0-85032749673,0,0
2-s2.0-85028772340,0,0
2-s2.0-85028758976,0,1
2-s2.0-85018291828,0,0
2-s2.0-85014765263,0,0
2-s2.0-85014786782,0,0
2-s2.0-85014739845,0,0
2-s2.0-85010465150,0,0
2-s2.0-85010304210,0,0
2-s2.0-84991392545,0,1
2-s2.0-84991289790,0,5
2-s2.0-84991383798,0,1
2-s2.0-84991387781,0,3
2-s2.0-84965044061,0,1
2-s2.0-84960091365,0,18
2-s2.0-84960194424,0,0
2-s2.0-84955506080,0,0
2-s2.0-84955513898,0,0
2-s2.0-84947925021,0,0
2-s2.0-84940928959,0,3
2-s2.0-84940912434,0,2
2-s2.0-84929440442,0,0
2-s2.0-84903771814,0,0
2-s2.0-84897389263,0,0
2-s2.0-84891614889,0,6
2-s2.0-84891613811,0,0
2-s2.0-84891608808,0,5
2-s2.0-84891619476,0,3
2-s2.0-85053600844,0,4
2-s2.0-85053626370,0,5
2-s2.0-85046827401,0,1
2-s2.0-85044942445,0,8
2-s2.0-85044411960,0,1
2-s2.0-85044420581,0,1
2-s2.0-85044432622,0,0
2-s2.0-85044419652,0,3
2-s2.0-85038943747,0,4
2-s2.0-85029884601,0,6
2-s2.0-85021323344,0,11
2-s2.0-84987848052,0,3
2-s2.0-84987811108,0,3
2-s2.0-84976444909,0,16
2-s2.0-84976370832,0,8
2-s2.0-84961620598,0,5
2-s2.0-84943138488,0,6
2-s2.0-84936866442,0,16
2-s2.0-84924971331,0,1
2-s2.0-85059055290,0,5
2-s2.0-85059053170,0,0
2-s2.0-85059015255,0,3
2-s2.0-85051631555,0,1
2-s2.0-85048343444,0,1
2-s2.0-85048330789,0,2
2-s2.0-85045766221,0,3
2-s2.0-85045767942,0,6
2-s2.0-85042098729,0,1
2-s2.0-85042425982,0,1
2-s2.0-85038076025,0,2
2-s2.0-85038116401,0,1
2-s2.0-85031125115,0,2
2-s2.0-85029496552,0,25
2-s2.0-85026287295,0,0
2-s2.0-85019030019,0,1
2-s2.0-85019049409,0,4
2-s2.0-85011664836,0,5
2-s2.0-85005966827,0,2
2-s2.0-85005978076,0,0
2-s2.0-84992135156,0,7
2-s2.0-84992154509,0,3
2-s2.0-84975076393,0,3
2-s2.0-84975060702,0,9
2-s2.0-84963795939,0,7
2-s2.0-84958036680,0,6
2-s2.0-84950315786,0,1
2-s2.0-84945894534,0,8
2-s2.0-84945917726,0,4
2-s2.0-84945971588,0,6
2-s2.0-84941780029,0,19
2-s2.0-84938592282,0,24
2-s2.0-84938573813,0,13
2-s2.0-84922152660,0,25
2-s2.0-84926393063,0,1
2-s2.0-84926285386,0,4
2-s2.0-84926333361,0,5
2-s2.0-84922807976,0,2
2-s2.0-84922799415,0,6
2-s2.0-84922822787,0,8
2-s2.0-84922807385,0,10
2-s2.0-84918783518,0,1
2-s2.0-84918834362,0,7
2-s2.0-84918819209,0,8
2-s2.0-84910045553,0,3
2-s2.0-84910067608,0,19
2-s2.0-84908575597,0,0
2-s2.0-84908590189,0,14
2-s2.0-84908565438,0,9
2-s2.0-84906738974,0,6
2-s2.0-84906728569,0,9
2-s2.0-84905644614,0,6
2-s2.0-84898977617,0,9
2-s2.0-84894586941,0,21
2-s2.0-84890877930,0,8
2-s2.0-84890882132,0,3
2-s2.0-84890868548,0,21
2-s2.0-84890877439,0,7
2-s2.0-85050683172,834,1
2-s2.0-85049349886,1516,2
2-s2.0-85049307801,1997,6
2-s2.0-85050695031,826,3
2-s2.0-85050501647,292,1
2-s2.0-85045708332,863,0
2-s2.0-85049904569,635,0
2-s2.0-85040339143,964,3
2-s2.0-85046342562,972,4
2-s2.0-85046127137,847,2
2-s2.0-85040222077,785,2
2-s2.0-85040097069,817,2
2-s2.0-85030781112,1288,2
2-s2.0-85018650956,1066,3
2-s2.0-85006100856,3278,11
2-s2.0-85029220438,4558,5
2-s2.0-85016200435,1002,0
2-s2.0-85014938217,7219,31
2-s2.0-85009507638,435,1
2-s2.0-84977663853,1226,3
2-s2.0-85006756997,1239,2
2-s2.0-84992151866,598,5
2-s2.0-84990932076,1212,4
2-s2.0-84989168016,11088,6
2-s2.0-84951160184,1320,9
2-s2.0-84959421244,2427,12
2-s2.0-84956895642,1190,12
2-s2.0-84954144021,2449,5
2-s2.0-84949626497,1881,5
2-s2.0-84939435759,1190,7
2-s2.0-84953379220,898,7
2-s2.0-84940792897,1855,16
2-s2.0-84938688580,33347,51
2-s2.0-84940462099,1137,3
2-s2.0-84928886407,1690,12
2-s2.0-84922382186,1404,3
2-s2.0-84920175233,1506,15
2-s2.0-84919933419,1520,13
2-s2.0-85027953499,6426,44
2-s2.0-84907389702,920,8
2-s2.0-84906761791,2381,24
2-s2.0-84907595424,2218,8
2-s2.0-84952299402,1648,7
2-s2.0-84952298680,1398,7
2-s2.0-84907595420,1390,12
2-s2.0-84904189373,4952,77
2-s2.0-84904210438,2144,16
2-s2.0-84899107138,1759,7
2-s2.0-84899918032,1527,2
2-s2.0-84897028050,1360,9
2-s2.0-84894682024,1153,2
2-s2.0-84897639889,683,0
2-s2.0-84891636512,1058,2
2-s2.0-85052946985,256,0
2-s2.0-85051716195,526,4
2-s2.0-85051569291,1717,1
2-s2.0-85050721589,435,1
2-s2.0-85054424838,699,4
2-s2.0-85049298815,1894,9
2-s2.0-85048539064,458,0
2-s2.0-85047186407,1042,3
2-s2.0-85047101340,3236,6
2-s2.0-85046693447,397,3
2-s2.0-85048340712,1261,13
2-s2.0-85045582578,509,1
2-s2.0-85044481026,673,1
2-s2.0-85044441746,468,3
2-s2.0-85042885933,1414,7
2-s2.0-85045089258,433,3
2-s2.0-85044863531,1896,21
2-s2.0-85044863823,371,1
2-s2.0-85044858014,994,4
2-s2.0-85042174522,659,2
2-s2.0-85044864332,1511,8
2-s2.0-85039862041,637,3
2-s2.0-85040762096,2056,7
2-s2.0-85034590324,1014,3
2-s2.0-85034246416,2075,5
2-s2.0-85034230228,1039,4
2-s2.0-85033570380,618,2
2-s2.0-85034080361,3704,18
2-s2.0-85033724771,966,9
2-s2.0-85034086500,1195,5
2-s2.0-85034109216,590,0
2-s2.0-85034057413,2221,5
2-s2.0-85026257105,1367,2
2-s2.0-85026645491,1385,1
2-s2.0-85026543435,1251,10
2-s2.0-85024109125,565,4
2-s2.0-85021793747,540,2
2-s2.0-85014688667,1110,6
2-s2.0-85019998146,1033,7
2-s2.0-85019734152,876,7
2-s2.0-85018793320,725,0
2-s2.0-85019648263,331,0
2-s2.0-85019488130,558,7
2-s2.0-85014757383,786,6
2-s2.0-85018475603,5450,9
2-s2.0-85017568358,714,10
2-s2.0-85017436868,1470,5
2-s2.0-85016592643,774,6
2-s2.0-85016484330,977,3
2-s2.0-84995390351,822,4
2-s2.0-85000613402,1111,9
2-s2.0-85015418568,357,8
2-s2.0-85014247246,1601,15
2-s2.0-85013155598,1047,6
2-s2.0-85012263435,3778,10
2-s2.0-84964617186,1188,22
2-s2.0-84997327974,633,9
2-s2.0-84991753366,1065,4
2-s2.0-84995566989,1290,8
2-s2.0-84995469444,587,5
2-s2.0-84994030112,489,4
2-s2.0-84988980401,1229,9
2-s2.0-84986563166,2090,12
2-s2.0-84979009488,2226,11
2-s2.0-84979255855,561,0
2-s2.0-84983392281,1299,6
2-s2.0-84981167132,977,8
2-s2.0-84979201220,740,3
2-s2.0-84978929445,872,2
2-s2.0-84979085560,3426,7
2-s2.0-84978245557,1034,16
2-s2.0-84982179478,735,9
2-s2.0-84978194749,5406,8
2-s2.0-84975742250,783,4
2-s2.0-84975055684,1965,6
2-s2.0-84929587392,2147,11
2-s2.0-84966297026,3795,18
2-s2.0-84964238218,609,8
2-s2.0-84959567678,605,0
2-s2.0-84960095837,535,0
2-s2.0-84963831096,670,4
2-s2.0-84959076916,2856,8
2-s2.0-84951299140,1170,8
2-s2.0-84954467013,1964,14
2-s2.0-84955157353,4346,55
2-s2.0-84954557582,1697,18
2-s2.0-84955193319,1477,12
2-s2.0-84955294303,1379,16
2-s2.0-84949595354,1079,12
2-s2.0-84947798304,23011,111
2-s2.0-84947072052,1176,3
2-s2.0-84945912211,1276,5
2-s2.0-84945284432,959,7
2-s2.0-84945249018,829,4
2-s2.0-84942516022,1199,13
2-s2.0-84945472203,1523,6
2-s2.0-84945470602,766,5
2-s2.0-84941956414,1215,6
2-s2.0-84945313541,1784,19
2-s2.0-84939194174,340,0
2-s2.0-84938118005,2372,19
2-s2.0-84942371162,860,2
2-s2.0-84942366362,1581,6
2-s2.0-84942373115,1037,3
2-s2.0-84939246707,1765,26
2-s2.0-84939172820,2325,8
2-s2.0-84942362988,442,4
2-s2.0-84937219068,1188,13
2-s2.0-84924612449,3062,17
2-s2.0-84937964317,3456,22
2-s2.0-84934990156,928,11
2-s2.0-84938066859,1528,13
2-s2.0-84930944898,1343,19
2-s2.0-84934876030,1587,1
2-s2.0-84929657848,2312,29
2-s2.0-84926292069,3094,6
2-s2.0-84928034579,3900,21
2-s2.0-84925442646,1401,8
2-s2.0-84920196158,442,4
2-s2.0-84919784827,3108,30
2-s2.0-85027941906,2837,18
2-s2.0-85027948384,1348,19
2-s2.0-84908519552,788,1
2-s2.0-84913533406,1470,9
2-s2.0-84911412304,1338,7
2-s2.0-84910026910,4474,36
2-s2.0-84911137792,1812,23
2-s2.0-84906775283,1146,4
2-s2.0-84908141109,1998,30
2-s2.0-84907549208,2863,21
2-s2.0-84907512890,1476,9
2-s2.0-84908347429,2300,27
2-s2.0-84908037068,13501,226
2-s2.0-84907483817,1603,8
2-s2.0-84907698319,1347,15
2-s2.0-84907272205,4638,13
2-s2.0-84904546680,7707,27
2-s2.0-84904874535,1873,11
2-s2.0-84902440831,2270,12
2-s2.0-84903705750,1020,6
2-s2.0-84902492536,3679,30
2-s2.0-84901617793,986,4
2-s2.0-84901622898,1014,9
2-s2.0-84897948349,620,5
2-s2.0-84899892739,1714,10
2-s2.0-84899784681,891,7
2-s2.0-84901613332,1736,17
2-s2.0-84901014795,659,3
2-s2.0-84901602256,1792,17
2-s2.0-84900438673,8449,32
2-s2.0-84899946506,1092,12
2-s2.0-84901631995,12413,52
2-s2.0-84896003321,522,5
2-s2.0-84897577129,1335,4
2-s2.0-84897869450,1724,22
2-s2.0-84892452417,2138,29
2-s2.0-84894135762,3189,14
2-s2.0-84894214203,1275,4
2-s2.0-84894218262,6702,102
2-s2.0-84897584582,815,2
2-s2.0-84897584837,1237,7
2-s2.0-84892549206,842,7
2-s2.0-84887568455,2424,51
2-s2.0-84896991671,2025,18
2-s2.0-84888414514,1814,14
2-s2.0-85055428610,0,0
2-s2.0-85048546652,0,0
2-s2.0-85048561104,0,1
2-s2.0-85048566137,0,2
2-s2.0-85048597560,0,1
2-s2.0-85048555996,0,2
2-s2.0-85037688680,0,0
2-s2.0-85028938399,0,2
2-s2.0-85028937364,0,3
2-s2.0-85020926594,0,1
2-s2.0-85020871190,0,0
2-s2.0-85020890555,0,9
2-s2.0-85020931942,0,1
2-s2.0-84986883157,0,3
2-s2.0-84962077758,0,3
2-s2.0-84962124365,0,3
2-s2.0-84962129230,0,2
2-s2.0-84962059547,0,8
2-s2.0-84962082253,0,6
2-s2.0-84987819617,0,13
2-s2.0-84987810011,0,8
2-s2.0-84987789991,0,0
2-s2.0-84923396349,0,5
2-s2.0-84938533214,0,2
2-s2.0-84928357672,0,12
2-s2.0-84906719050,0,8
2-s2.0-84906704464,0,5
2-s2.0-84906666341,0,4
2-s2.0-84906673041,0,30
2-s2.0-84901399231,0,1
2-s2.0-84901400688,0,22
2-s2.0-84901451150,0,9
2-s2.0-84901462409,0,4
2-s2.0-84901475174,0,1
2-s2.0-84896883145,0,1
2-s2.0-84896901329,0,41
2-s2.0-85029434245,0,0
2-s2.0-84988385323,0,4
2-s2.0-84988380556,0,0
2-s2.0-84988646731,0,2
2-s2.0-84988662327,0,1
2-s2.0-84996636700,0,0
2-s2.0-84996605844,0,5
2-s2.0-84995955830,0,0
2-s2.0-84996799560,0,5
2-s2.0-84996538111,0,0
2-s2.0-85055503628,0,1
2-s2.0-85031430533,0,2
2-s2.0-85018975751,0,5
2-s2.0-85018997280,0,5
2-s2.0-84963623445,0,1
2-s2.0-84944593700,0,5
2-s2.0-84936885347,0,2
2-s2.0-84928956375,0,28
2-s2.0-84899417664,0,9
2-s2.0-85052971650,0,0
2-s2.0-85042935959,0,0
2-s2.0-85050557248,0,3
2-s2.0-85046092239,0,0
2-s2.0-85044343196,0,4
2-s2.0-85041007779,0,0
2-s2.0-85042944149,0,2
2-s2.0-85041101696,0,2
2-s2.0-85034229177,0,0
2-s2.0-85026520931,0,0
2-s2.0-85024497168,0,1
2-s2.0-85018184146,0,8
2-s2.0-85013659837,0,2
2-s2.0-84987899435,0,0
2-s2.0-84996534022,0,3
2-s2.0-84992530094,0,1
2-s2.0-85008936553,0,7
2-s2.0-84986186110,0,5
2-s2.0-84992699607,0,1
2-s2.0-84981271708,0,5
2-s2.0-84983542311,0,9
2-s2.0-84958845676,0,5
2-s2.0-84947037081,0,0
2-s2.0-84947040807,0,1
2-s2.0-84942369314,0,3
2-s2.0-84940452768,0,5
2-s2.0-84940449814,0,2
2-s2.0-84940450736,0,7
2-s2.0-84940449320,0,12
2-s2.0-84938973885,0,1
2-s2.0-84938981201,0,2
2-s2.0-84938960710,0,12
2-s2.0-84938997356,0,1
2-s2.0-84938981400,0,7
2-s2.0-84928762930,0,2
2-s2.0-84928756884,0,3
2-s2.0-85027926554,0,2
2-s2.0-85027931824,0,4
2-s2.0-84917689735,0,9
2-s2.0-84904564154,0,9
2-s2.0-85052110492,0,1
2-s2.0-85052086801,0,1
2-s2.0-85050374059,0,0
2-s2.0-85050398138,0,1
2-s2.0-85041860492,0,0
2-s2.0-85035769612,0,1
2-s2.0-85035779555,0,9
2-s2.0-85032803375,0,2
2-s2.0-85026836136,0,2
2-s2.0-85018997066,0,1
2-s2.0-85011573338,0,5
2-s2.0-85011562564,0,3
2-s2.0-85011588703,0,1
2-s2.0-84983087827,0,5
2-s2.0-84983070854,0,2
2-s2.0-84966421147,0,2
2-s2.0-84957824441,0,2
2-s2.0-84957797357,0,2
2-s2.0-84946737453,0,0
2-s2.0-84938798217,0,2
2-s2.0-84928954410,0,6
2-s2.0-84922439276,0,2
2-s2.0-84911920301,0,0
2-s2.0-84906724998,0,1
2-s2.0-84906727266,0,1
2-s2.0-84906731481,0,5
2-s2.0-84900435879,0,0
2-s2.0-84894099616,0,9
2-s2.0-85059056574,0,0
2-s2.0-85058164624,0,1
2-s2.0-85020549651,0,6
2-s2.0-85018443682,0,1
2-s2.0-85018665829,0,1
2-s2.0-85057335329,0,0
2-s2.0-85054502092,0,1
2-s2.0-85016478328,0,6
2-s2.0-85064106362,0,0
2-s2.0-85011306600,0,6
2-s2.0-84992499984,0,0
2-s2.0-85048098327,0,1
2-s2.0-85008367803,0,2
2-s2.0-84994156572,0,4
2-s2.0-84994071538,0,1
2-s2.0-84976580248,0,1
2-s2.0-84978481236,0,3
2-s2.0-85035094745,0,1
2-s2.0-85010670169,0,2
2-s2.0-85029486001,0,1
2-s2.0-85029547647,0,2
2-s2.0-85026549473,0,1
2-s2.0-85023775664,0,5
2-s2.0-84961215196,0,6
2-s2.0-85031930816,0,1
2-s2.0-84916611842,0,1
2-s2.0-84938873573,0,3
2-s2.0-85018689384,0,4
2-s2.0-84945351989,0,0
2-s2.0-84938633453,0,6
2-s2.0-84937140317,0,5
2-s2.0-84930147648,0,7
2-s2.0-84929427699,0,1
2-s2.0-85002775573,0,0
2-s2.0-84961209740,0,0
2-s2.0-84933056366,0,6
2-s2.0-84930155629,0,1
2-s2.0-84929500550,0,2
2-s2.0-84913589226,0,2
2-s2.0-84907892990,0,19
2-s2.0-84948577668,0,13
2-s2.0-84945442366,0,0
2-s2.0-84945456184,0,8
2-s2.0-84938995339,0,2
2-s2.0-84938416831,0,2
2-s2.0-84938420513,0,17
2-s2.0-84930976399,0,5
2-s2.0-84931005222,0,1
2-s2.0-84938214835,0,5
2-s2.0-84937629134,0,1
2-s2.0-84937633334,0,3
2-s2.0-84923574740,0,1
2-s2.0-84920176908,0,3
2-s2.0-84920137885,0,26
2-s2.0-84908883226,0,8
2-s2.0-84901060638,0,6
2-s2.0-84899047780,0,1
2-s2.0-84899077434,0,4
2-s2.0-84897917026,0,5
2-s2.0-84890805620,0,4
2-s2.0-84890793980,0,3
2-s2.0-84890793142,0,5
2-s2.0-84890801098,0,1
2-s2.0-84890797509,0,0
2-s2.0-85061909481,0,3
2-s2.0-85052971683,0,1
2-s2.0-85045920603,0,1
2-s2.0-85045875268,0,1
2-s2.0-85044062493,0,2
2-s2.0-85044637017,0,4
2-s2.0-85044653588,0,1
2-s2.0-85044651034,0,2
2-s2.0-85031793532,0,2
2-s2.0-85026917293,0,6
2-s2.0-85026902328,0,5
2-s2.0-85026905148,0,5
2-s2.0-85014030729,0,5
2-s2.0-85014049485,0,9
2-s2.0-85026920888,0,3
2-s2.0-85036540736,0,9
2-s2.0-84994013643,0,5
2-s2.0-84994056951,0,7
2-s2.0-85026917171,0,1
2-s2.0-85036562924,0,2
2-s2.0-84983761156,0,9
2-s2.0-84983802110,0,0
2-s2.0-84984660729,0,4
2-s2.0-84964714863,0,0
2-s2.0-84964732929,0,1
2-s2.0-84959930758,0,10
2-s2.0-84959872587,0,11
2-s2.0-84943550801,0,2
2-s2.0-84941366706,0,10
2-s2.0-84941332409,0,2
2-s2.0-84937390296,0,2
2-s2.0-84926631439,0,3
2-s2.0-84928894058,0,0
2-s2.0-84907354518,0,10
2-s2.0-84903518421,0,3
2-s2.0-84897446704,0,12
2-s2.0-84897371117,0,10
2-s2.0-84890519779,0,6
2-s2.0-84890458683,0,8
2-s2.0-84890457535,0,13
2-s2.0-84890520253,0,7
2-s2.0-85041898364,0,3
2-s2.0-85041893764,0,0
2-s2.0-85041925218,0,0
2-s2.0-85041511501,0,2
2-s2.0-85041912942,0,2
2-s2.0-85041526759,0,3
2-s2.0-85045326646,0,2
2-s2.0-85041532268,0,0
2-s2.0-85041930888,0,3
2-s2.0-85041495058,0,5
2-s2.0-85041915641,0,1
2-s2.0-85041288802,0,9
2-s2.0-85041357425,0,0
2-s2.0-85035072335,0,2
2-s2.0-85035028396,0,0
2-s2.0-85035058938,0,9
2-s2.0-85034958506,0,2
2-s2.0-85029522073,0,8
2-s2.0-85029488403,0,6
2-s2.0-85029498732,0,7
2-s2.0-85029530535,0,1
2-s2.0-85019652156,0,4
2-s2.0-85019683705,0,3
2-s2.0-85019681043,0,6
2-s2.0-85019755463,0,4
2-s2.0-85018969979,0,5
2-s2.0-85018940922,0,9
2-s2.0-85014597197,0,4
2-s2.0-84930897891,0,9
2-s2.0-84945565400,0,8
2-s2.0-84929232476,0,15
2-s2.0-84971003165,0,0
2-s2.0-84963623036,0,3
2-s2.0-84959386552,0,16
2-s2.0-84959454668,0,29
2-s2.0-84954027771,0,14
2-s2.0-84941024137,0,1
2-s2.0-84941022802,0,7
2-s2.0-84925864786,0,13
2-s2.0-84925745308,0,36
2-s2.0-84928361599,0,4
2-s2.0-84928356197,0,32
2-s2.0-84925944635,0,6
2-s2.0-84893713324,0,5
2-s2.0-84893785975,0,15
2-s2.0-84893745518,0,18
2-s2.0-84893763983,0,6
2-s2.0-85058699502,0,17
2-s2.0-85045506387,0,3
2-s2.0-85024096144,0,2
2-s2.0-85024102939,0,3
2-s2.0-85020257887,0,12
2-s2.0-85015911687,0,19
2-s2.0-85012154502,0,11
2-s2.0-84964895530,0,43
2-s2.0-84947594835,0,5
2-s2.0-84947556086,0,3
2-s2.0-84942257338,0,7
2-s2.0-84942250494,0,33
2-s2.0-84942237035,0,7
2-s2.0-84942254906,0,8
2-s2.0-84928954708,0,0
2-s2.0-84955399885,0,10
2-s2.0-84904301059,0,0
2-s2.0-84904299300,0,4
2-s2.0-84898879877,0,5
2-s2.0-84898845918,0,61
2-s2.0-84892737223,0,12
2-s2.0-84892754624,0,33
2-s2.0-85058931613,0,2
2-s2.0-85041931489,0,0
2-s2.0-85013137979,0,0
2-s2.0-85007188154,0,0
2-s2.0-84969932168,0,1
2-s2.0-84964465419,0,2
2-s2.0-84964440414,0,0
2-s2.0-84953635874,0,9
2-s2.0-84900019491,0,2
2-s2.0-84900032638,0,4
2-s2.0-85057153538,0,5
2-s2.0-85060876490,0,1
2-s2.0-85059542555,0,2
2-s2.0-85048983664,0,0
2-s2.0-85042565614,0,6
2-s2.0-85042566743,0,3
2-s2.0-85031994514,0,1
2-s2.0-85032026753,0,2
2-s2.0-85026808404,0,0
2-s2.0-85032018109,0,3
2-s2.0-85028774404,0,5
2-s2.0-85032007451,0,3
2-s2.0-85038228475,0,1
2-s2.0-85019737754,0,2
2-s2.0-85019876590,0,2
2-s2.0-85019685705,0,5
2-s2.0-85026802715,0,11
2-s2.0-85019673669,0,5
2-s2.0-85019679495,0,4
2-s2.0-84997605199,0,4
2-s2.0-84997830662,0,4
2-s2.0-84997771432,0,9
2-s2.0-85019862739,0,0
2-s2.0-84964739552,0,8
2-s2.0-84959922345,0,2
2-s2.0-84959871663,0,6
2-s2.0-84943789803,0,38
2-s2.0-84939523939,0,3
2-s2.0-84930829381,0,1
2-s2.0-84930845287,0,2
2-s2.0-84930852306,0,6
2-s2.0-85054367705,0,15
2-s2.0-84926474988,0,14
2-s2.0-84928941301,0,3
2-s2.0-84929346400,0,8
2-s2.0-84929659418,0,7
2-s2.0-84904066682,0,14
2-s2.0-84928885384,0,0
2-s2.0-84905679364,0,26
2-s2.0-84905713971,0,6
2-s2.0-84902461372,0,8
2-s2.0-84902528783,0,3
2-s2.0-84898481091,0,104
2-s2.0-84897826044,0,6
2-s2.0-84897833028,0,28
2-s2.0-85051243547,448,0
2-s2.0-85050812039,835,0
2-s2.0-85049016544,2021,5
2-s2.0-85048726394,350,0
2-s2.0-85046639100,1028,3
2-s2.0-85046646244,195,0
2-s2.0-85056342008,622,3
2-s2.0-85048796875,673,5
2-s2.0-85044376273,1132,1
2-s2.0-85044642818,1337,4
2-s2.0-85038217758,1731,16
2-s2.0-85040771292,2143,13
2-s2.0-85037349001,2367,5
2-s2.0-85019581006,1161,5
2-s2.0-85016502900,1437,5
2-s2.0-85044033606,15544,28
2-s2.0-85032214400,1904,10
2-s2.0-85028364040,1874,2
2-s2.0-85028326369,1174,2
2-s2.0-85020480072,949,1
2-s2.0-85014066680,2560,16
2-s2.0-85000922978,693,0
2-s2.0-84988433795,2084,8
2-s2.0-84988556769,3338,5
2-s2.0-84990059470,1473,6
2-s2.0-84989220478,833,1
2-s2.0-84985946867,1119,2
2-s2.0-84992568325,1336,3
2-s2.0-84975517630,948,2
2-s2.0-84973167598,2325,13
2-s2.0-84966783581,1654,8
2-s2.0-84976385028,1203,10
2-s2.0-84973098277,2088,11
2-s2.0-84964994904,1285,2
2-s2.0-84973333470,795,3
2-s2.0-84949649916,1818,12
2-s2.0-84944382812,2784,17
2-s2.0-84952705720,2595,10
2-s2.0-84939857394,1495,10
2-s2.0-84939839908,3169,19
2-s2.0-84930617638,2270,13
2-s2.0-84930637490,3423,28
2-s2.0-84926200829,1222,24
2-s2.0-84961379111,2805,10
2-s2.0-84923649997,1161,1
2-s2.0-84900495659,4311,25
2-s2.0-84901217996,1729,13
2-s2.0-84888031215,3080,16
2-s2.0-84884493238,4212,42
2-s2.0-85053233338,0,1
2-s2.0-85052152066,0,0
2-s2.0-85052159494,0,0
2-s2.0-85052125414,0,0
2-s2.0-85052090141,0,0
2-s2.0-85050916394,0,0
2-s2.0-85046788045,0,0
2-s2.0-85029795328,0,1
2-s2.0-85014661149,0,0
2-s2.0-84977474205,0,2
2-s2.0-84977558027,0,5
2-s2.0-84977523286,0,9
2-s2.0-84962150429,0,4
2-s2.0-84960887398,0,1
2-s2.0-84942123640,0,1
2-s2.0-84941339201,0,7
2-s2.0-84941343591,0,2
2-s2.0-84937682022,0,2
2-s2.0-84937706243,0,5
2-s2.0-84937692978,0,8
2-s2.0-84930174016,0,0
2-s2.0-84930170582,0,19
2-s2.0-84930160791,0,2
2-s2.0-84924694190,0,3
2-s2.0-84924657966,0,2
2-s2.0-84928103370,0,5
2-s2.0-84928106337,0,3
2-s2.0-84902459332,0,2
2-s2.0-84902474805,0,8
2-s2.0-84902511657,0,8
2-s2.0-84902496077,0,1
2-s2.0-84902496392,0,1
2-s2.0-84897421579,0,37
2-s2.0-85067446567,0,0
2-s2.0-85032969544,0,0
2-s2.0-85011883836,0,9
2-s2.0-85018424365,0,4
2-s2.0-85047965343,0,4
2-s2.0-85044358540,0,2
2-s2.0-85042947159,0,1
2-s2.0-85011405841,0,6
